source ID;source name;source type;mapping type;target ID;target name;target type;mapping description
S0558;Tiktok Pro;software;uses;T1430;Location Tracking;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can track the device’s location.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1444;Masquerade as Legitimate Application;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) has masqueraded as TikTok.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1582;SMS Control;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can send SMS messages.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1603;Scheduled Task/Job;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) has contained an alarm that triggers every three minutes and timers for communicating with the C2.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1513;Screen Capture;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can take screenshots.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1508;Suppress Application Icon;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can hide its icon after launch.(Citation: Zscaler TikTok Spyware)
S0558;Tiktok Pro;software;uses;T1426;System Information Discovery;technique;[Tiktok Pro](https://attack.mitre.org/software/S0558) can check the device’s battery status.(Citation: Zscaler TikTok Spyware)
S0424;Triada;software;uses;T1418;Application Discovery;technique;[Triada](https://attack.mitre.org/software/S0424) is able to modify code within the com.android.systemui application to gain access to `GET_REAL_TASKS` permissions. This permission enables access to information about applications currently on the foreground and other recently used apps.(Citation: Google Triada June 2019) 
S0424;Triada;software;uses;T1412;Capture SMS Messages;technique;[Triada](https://attack.mitre.org/software/S0424) variants capture transaction data from SMS-based in-app purchases.(Citation: Kaspersky Triada March 2016) 
S0424;Triada;software;uses;T1540;Code Injection;technique;[Triada](https://attack.mitre.org/software/S0424) injects code into the Zygote process to effectively include itself in all forked processes. Additionally, code is injected into the Android Play Store App, web browser applications, and the system UI application.(Citation: Google Triada June 2019)(Citation: Kaspersky Triada March 2016)
S0424;Triada;software;uses;T1532;Data Encrypted;technique;[Triada](https://attack.mitre.org/software/S0424) encrypts data prior to exfiltration.(Citation: Google Triada June 2019) 
S0424;Triada;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;Early [Triada](https://attack.mitre.org/software/S0424) variants were delivered through trojanized apps that were distributed via the Play Store.(Citation: Kaspersky Triada March 2016) 
S0424;Triada;software;uses;T1407;Download New Code at Runtime;technique;[Triada](https://attack.mitre.org/software/S0424) utilizes a backdoor in a Play Store app to install additional trojanized apps from the Command and Control server.(Citation: Google Triada June 2019)
S0424;Triada;software;uses;T1472;Generate Fraudulent Advertising Revenue;technique;[Triada](https://attack.mitre.org/software/S0424) can redirect ad banner URLs on websites visited by the user to specific ad URLs.(Citation: Google Triada June 2019)(Citation: Kaspersky Triada June 2016) 
S0424;Triada;software;uses;T1437;Standard Application Layer Protocol;technique;[Triada](https://attack.mitre.org/software/S0424) utilized HTTP to exfiltrate data through POST requests to the command and control server.(Citation: Google Triada June 2019) 
S0424;Triada;software;uses;T1474;Supply Chain Compromise;technique;[Triada](https://attack.mitre.org/software/S0424) was added into the Android system by a third-party vendor identified as Yehuo or Blazefire during the production process.(Citation: Google Triada June 2019) (Citation: Krebs-Triada June 2019)
S0427;TrickMo;software;uses;T1438;Alternate Network Mediums;technique;[TrickMo](https://attack.mitre.org/software/S0427) can be controlled via encrypted SMS message.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1418;Application Discovery;technique;[TrickMo](https://attack.mitre.org/software/S0427) can collect a list of installed applications.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1402;Broadcast Receivers;technique;[TrickMo](https://attack.mitre.org/software/S0427) registers for the `SCREEN_ON` and `SMS_DELIVER` intents to perform actions when the device is unlocked and when the device receives an SMS message.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1412;Capture SMS Messages;technique;[TrickMo](https://attack.mitre.org/software/S0427) can intercept SMS messages.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1533;Data from Local System;technique;[TrickMo](https://attack.mitre.org/software/S0427) can steal pictures from the device.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1446;Device Lockout;technique;[TrickMo](https://attack.mitre.org/software/S0427) can prevent the user from interacting with the UI by showing a WebView with a persistent cursor.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1523;Evade Analysis Environment;technique;[TrickMo](https://attack.mitre.org/software/S0427) can detect if it is running on a rooted device or an emulator.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1516;Input Injection;technique;[TrickMo](https://attack.mitre.org/software/S0427) can inject input to set itself as the default SMS handler, and to automatically click through pop-ups without giving the user any time to react.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1406;Obfuscated Files or Information;technique;[TrickMo](https://attack.mitre.org/software/S0427) contains obfuscated function, class, and variable names, and encrypts its shared preferences using Java’s `PBEWithMD5AndDES` algorithm.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1582;SMS Control;technique;[TrickMo](https://attack.mitre.org/software/S0427) can delete SMS messages.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1513;Screen Capture;technique;[TrickMo](https://attack.mitre.org/software/S0427) can use the `MediaRecorder` class to record the screen when the targeted application is presented to the user, and can abuse accessibility features to record targeted applications to intercept transaction authorization numbers (TANs) and to scrape on-screen text.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1437;Standard Application Layer Protocol;technique;[TrickMo](https://attack.mitre.org/software/S0427) communicates with the C2 by sending JSON objects over unencrypted HTTP requests.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1426;System Information Discovery;technique;[TrickMo](https://attack.mitre.org/software/S0427) can collect device information such as network operator, model, brand, and OS version.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1422;System Network Configuration Discovery;technique;[TrickMo](https://attack.mitre.org/software/S0427) can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state.(Citation: SecurityIntelligence TrickMo)
S0427;TrickMo;software;uses;T1576;Uninstall Malicious Application;technique;[TrickMo](https://attack.mitre.org/software/S0427) can uninstall itself from a device on command by abusing the accessibility service.(Citation: SecurityIntelligence TrickMo) 
S0307;Trojan-SMS.AndroidOS.Agent.ao;software;uses;T1437;Standard Application Layer Protocol;technique;[Trojan-SMS.AndroidOS.Agent.ao](https://attack.mitre.org/software/S0307) uses Google Cloud Messaging (GCM) for command and control.(Citation: Kaspersky-MobileMalware)
S0306;Trojan-SMS.AndroidOS.FakeInst.a;software;uses;T1437;Standard Application Layer Protocol;technique;[Trojan-SMS.AndroidOS.FakeInst.a](https://attack.mitre.org/software/S0306) uses Google Cloud Messaging (GCM) for command and control.(Citation: Kaspersky-MobileMalware)
S0308;Trojan-SMS.AndroidOS.OpFake.a;software;uses;T1437;Standard Application Layer Protocol;technique;[Trojan-SMS.AndroidOS.OpFake.a](https://attack.mitre.org/software/S0308) uses Google Cloud Messaging (GCM) for command and control.(Citation: Kaspersky-MobileMalware)
S0302;Twitoor;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Twitoor](https://attack.mitre.org/software/S0302) can install attacker-specified applications.(Citation: ESET-Twitoor)
S0302;Twitoor;software;uses;T1521;Standard Cryptographic Protocol;technique;[Twitoor](https://attack.mitre.org/software/S0302) encrypts its C2 communication.(Citation: ESET-Twitoor)
S0302;Twitoor;software;uses;T1508;Suppress Application Icon;technique;[Twitoor](https://attack.mitre.org/software/S0302) can hide its presence on the system.(Citation: ESET-Twitoor)
S0302;Twitoor;software;uses;T1481;Web Service;technique;[Twitoor](https://attack.mitre.org/software/S0302) can be controlled via Twitter.(Citation: ESET-Twitoor)
S0418;ViceLeaker;software;uses;T1433;Access Call Log;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can collect the device’s call log.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1418;Application Discovery;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can obtain a list of installed applications.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1429;Capture Audio;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can record audio from the device’s microphone and can record phone calls together with the caller ID.(Citation: SecureList - ViceLeaker 2019)(Citation: Bitdefender - Triout 2018)
S0418;ViceLeaker;software;uses;T1512;Capture Camera;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can take photos from both the front and back cameras.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1412;Capture SMS Messages;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can collect SMS messages.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1533;Data from Local System;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can copy arbitrary files from the device to the C2 server, can exfiltrate browsing history, can exfiltrate the SD card structure, and can exfiltrate pictures as the user takes them.(Citation: SecureList - ViceLeaker 2019)(Citation: Bitdefender - Triout 2018)
S0418;ViceLeaker;software;uses;T1447;Delete Device Data;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can delete arbitrary files from the device.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1476;Deliver Malicious App via Other Means;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) was primarily distributed via Telegram and WhatsApp messages.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1430;Location Tracking;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can collect location information, including GPS coordinates.(Citation: SecureList - ViceLeaker 2019)(Citation: Bitdefender - Triout 2018)
S0418;ViceLeaker;software;uses;T1444;Masquerade as Legitimate Application;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) was embedded into legitimate applications using Smali injection.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1544;Remote File Copy;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) can download attacker-specified files.(Citation: SecureList - ViceLeaker 2019)
S0418;ViceLeaker;software;uses;T1437;Standard Application Layer Protocol;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) uses HTTP for C2 communication and data exfiltration.(Citation: SecureList - ViceLeaker 2019)(Citation: Bitdefender - Triout 2018)
S0418;ViceLeaker;software;uses;T1508;Suppress Application Icon;technique;[ViceLeaker](https://attack.mitre.org/software/S0418) includes code to hide its icon, but the function does not appear to be called in an analyzed version of the software.(Citation: Bitdefender - Triout 2018)
