Competency ID;Competency;KSA ID;KSA
C057;Vulnerabilities Assessment;K0310;Knowledge of hacking methodologies.
C057;Vulnerabilities Assessment;K0314;Knowledge of industry technologies’ potential cybersecurity vulnerabilities.
C057;Vulnerabilities Assessment;K0342;Knowledge of penetration testing principles, tools, and techniques.
C057;Vulnerabilities Assessment;A0001;Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
C058;Web Technology;K0176;Knowledge of Extensible Markup Language (XML) schemas.
C052;Teaching Others;K0250;Knowledge of Test & Evaluation processes for learners.
C010;Contracting/Procurement;K0126;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0169;Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
C006;Computer Languages;K0139;Knowledge of interpreted and compiled computer languages.
C006;Computer Languages;S0060;Skill in writing code in a currently supported programming language (e.g., Java, C++).
C018;Enterprise Architecture;K0199;Knowledge of security architecture concepts and enterprise architecture reference models (e.g., Zachman, Federal Enterprise Architecture [FEA]).
C022;Information Assurance;K0027;Knowledge of organization's enterprise information security architecture.
C022;Information Assurance;K0037;Knowledge of Security Assessment and Authorization process.
C022;Information Assurance;K0044;Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;K0203;Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
C022;Information Assurance;S0367;Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;A0123;Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0057;Knowledge of network hardware devices and functions.
C026;Infrastructure Design;K0170;Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
C026;Infrastructure Design;K0332;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
C040;Problem Solving;A0040;Ability to translate data and test results into evaluative conclusions.
C048;System Administration;K0088;Knowledge of systems administration concepts.
C049;Systems Integration;K0102;Knowledge of the systems engineering process.
C050;Systems Testing and Evaluation;K0028;Knowledge of organization's evaluation and validation requirements.
C050;Systems Testing and Evaluation;K0091;Knowledge of systems testing and evaluation methods.
C050;Systems Testing and Evaluation;S0015;Skill in conducting test events.
C050;Systems Testing and Evaluation;S0021;Skill in designing a data analysis structure (i.e., the types of data a test must generate and how to analyze that data).
C050;Systems Testing and Evaluation;S0026;Skill in determining an appropriate level of test rigor for a given system.
C050;Systems Testing and Evaluation;S0030;Skill in developing operations-based testing scenarios.
C050;Systems Testing and Evaluation;S0048;Skill in systems integration testing.
C050;Systems Testing and Evaluation;S0061;Skill in writing test plans.
C050;Systems Testing and Evaluation;S0082;Skill in evaluating test plans for applicability and completeness.
C050;Systems Testing and Evaluation;S0104;Skill in conducting Test Readiness Reviews.
C050;Systems Testing and Evaluation;S0107;Skill in designing and documenting overall program Test & Evaluation strategies.
C050;Systems Testing and Evaluation;S0110;Skill in identifying Test & Evaluation infrastructure (people, ranges, tools, instrumentation) requirements.
C050;Systems Testing and Evaluation;S0112;Skill in managing test assets, test resources, and test personnel to ensure effective completion of test events.
C050;Systems Testing and Evaluation;S0115;Skill in preparing Test & Evaluation reports.
C050;Systems Testing and Evaluation;S0117;Skill in providing Test & Evaluation resource estimate.
C050;Systems Testing and Evaluation;A0026;Ability to analyze test data.
C050;Systems Testing and Evaluation;A0030;Ability to collect, verify, and validate test data.
